C2_L_cmH2O,R2_cmH2O_s_L,PS_cmH2O,Tmus_s,EII_min,EII_max,EF1_min,EF1_max,EII_range,EF1_range
0.025,4.0,10.0,1.0,0.21110041232816007,0.3646411201196334,0.60555020616408,0.6823205600598167,0.15354070779147333,0.07677035389573672
0.025,4.0,10.0,1.4,0.21110041232816007,0.2796135849851287,0.60555020616408,0.6398067924925643,0.06851317265696866,0.034256586328484384
0.025,4.0,15.0,0.6,0.2111004123281594,0.2704515026174619,0.6055502061640796,0.6352257513087309,0.05935109028930252,0.029675545144651316
0.025,4.0,15.0,1.0,0.2111004123281594,0.33716534837984097,0.6055502061640796,0.6685826741899206,0.12606493605168156,0.06303246802584095
0.025,4.0,15.0,1.4,0.2111004123281594,0.268075409750017,0.6055502061640796,0.6340377048750085,0.056974997421857576,0.028487498710928927
0.025,5.0,5.0,0.6,0.21075613594636394,0.2530730487532714,0.6053780679731819,0.6265365243766358,0.04231691280690747,0.021158456403453818
0.025,5.0,5.0,1.0,0.21075613594636394,0.34648084634184806,0.6053780679731819,0.673240423170924,0.13572471039548412,0.06786235519774209
0.025,5.0,5.0,1.4,0.21075613594636394,0.2723527041992929,0.6053780679731819,0.6361763520996465,0.061596568252928974,0.03079828412646457
0.025,5.0,10.0,0.6,0.21075613594636394,0.2530730487532714,0.6053780679731819,0.6265365243766358,0.04231691280690747,0.021158456403453818
0.025,5.0,10.0,1.0,0.21075613594636394,0.32538639738297864,0.6053780679731819,0.6626931986914893,0.1146302614366147,0.057315130718307405
0.025,5.0,10.0,1.4,0.21075613594636394,0.2623979702534828,0.6053780679731819,0.6311989851267414,0.05164183430711888,0.025820917153559497
0.025,5.0,15.0,0.6,0.21075613594636425,0.2506355270817083,0.6053780679731822,0.6253177635408542,0.03987939113534403,0.019939695567672056
0.025,5.0,15.0,1.0,0.21075613594636425,0.3061140721964602,0.6053780679731822,0.6530570360982302,0.09535793625009595,0.047678968125048016
0.025,5.0,15.0,1.4,0.21075613594636425,0.25415568085548196,0.6053780679731822,0.6270778404277411,0.04339954490911771,0.021699772454558897
0.025,6.0,5.0,0.6,0.21087894597798695,0.23705862405014816,0.6054394729889935,0.6185293120250741,0.026179678072161205,0.01308983903608063
0.025,6.0,5.0,1.0,0.21087894597798695,0.3089809014758488,0.6054394729889935,0.6544904507379244,0.09810195549786183,0.04905097774893097
0.025,6.0,5.0,1.4,0.21087894597798695,0.2556861650677703,0.6054394729889935,0.6278430825338851,0.04480721908978336,0.022403609544891623
0.025,6.0,10.0,0.6,0.21087894597798695,0.2378092621204591,0.6054394729889935,0.6189046310602295,0.026930316142472155,0.01346515807123605
0.025,6.0,10.0,1.0,0.21087894597798695,0.2954717917389352,0.6054394729889935,0.6477358958694676,0.08459284576094822,0.04229642288047408
0.025,6.0,10.0,1.4,0.21087894597798695,0.24917836667452703,0.6054394729889935,0.6245891833372635,0.038299420696540076,0.019149710348270066
0.025,6.0,15.0,0.6,0.21087894597798745,0.23748801853178023,0.6054394729889938,0.6187440092658901,0.026609072553792773,0.013304536276896317
0.025,6.0,15.0,1.0,0.21087894597798745,0.28205144518766945,0.6054394729889938,0.6410257225938347,0.071172499209682,0.035586249604840914
0.025,6.0,15.0,1.4,0.21087894597798745,0.24339339871162496,0.6054394729889938,0.6216966993558124,0.03251445273363751,0.01625722636681859
0.025,7.0,5.0,0.6,0.21161340211813148,0.2284489209667879,0.6058067010590656,0.614224460483394,0.016835518848656417,0.00841775942432832
0.025,7.0,5.0,1.0,0.21161340211813148,0.28161352820094643,0.6058067010590656,0.6408067641004733,0.07000012608281495,0.03500006304140768
0.025,7.0,5.0,1.4,0.21161340211813148,0.2436128776930642,0.6058067010590656,0.6218064388465321,0.03199947557493271,0.01599973778746644
